"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3","2","1","3"
"4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2","4","2"
"5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3","5","2","4","1","3"
"6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6","2","4","6"
"7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2","4","6","1","3","5","7","2"
"8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6","8","2","4","6"
"9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9","2","4","6","8","1","3","5","7","9"
"10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8","10","2","4","6","8"
