"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3"
"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1","5","4","3","2","1"
"6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6","4","2","6"
"7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4","1","5","2","6","3","7","4"
"8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4","8","4"
"9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9","4","8","3","7","2","6","1","5","9"
"10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6","10","4","8","2","6"
